Wert;Label;Gemeinde;Kanton;Jahr
Gossau (SG);GEMEINDE;Gossau (SG);SG;2018
449;WOHNEN;Gossau (SG);SG;2018
625;ARBEITSMARKT;Gossau (SG);SG;2018
659;BEVÖLKERUNG;Gossau (SG);SG;2018
554;STEUERBELASTUNG;Gossau (SG);SG;2018
675;ERREICHBARKEIT;Gossau (SG);SG;2018
302;VERSORGUNG;Gossau (SG);SG;2018
754;SICHERHEIT;Gossau (SG);SG;2018
540;RANG;Villigen;AG;2018
AG;KANTON;Villigen;AG;2018
Villigen;GEMEINDE;Villigen;AG;2018
682;WOHNEN;Villigen;AG;2018
586;ARBEITSMARKT;Villigen;AG;2018
563;BEVÖLKERUNG;Villigen;AG;2018
156;STEUERBELASTUNG;Villigen;AG;2018
415;ERREICHBARKEIT;Villigen;AG;2018
401;VERSORGUNG;Villigen;AG;2018
186;SICHERHEIT;Villigen;AG;2018
542;RANG;Collombey-Muraz;VS;2018
VS;KANTON;Collombey-Muraz;VS;2018
Collombey-Muraz;GEMEINDE;Collombey-Muraz;VS;2018
526;WOHNEN;Collombey-Muraz;VS;2018
458;ARBEITSMARKT;Collombey-Muraz;VS;2018
344;BEVÖLKERUNG;Collombey-Muraz;VS;2018
507;STEUERBELASTUNG;Collombey-Muraz;VS;2018
310;ERREICHBARKEIT;Collombey-Muraz;VS;2018
918;VERSORGUNG;Collombey-Muraz;VS;2018
688;SICHERHEIT;Collombey-Muraz;VS;2018
543;RANG;Gachnang;TG;2018
TG;KANTON;Gachnang;TG;2018
Gachnang;GEMEINDE;Gachnang;TG;2018
209;WOHNEN;Gachnang;TG;2018
581;ARBEITSMARKT;Gachnang;TG;2018
40;BEVÖLKERUNG;Gachnang;TG;2018
222;STEUERBELASTUNG;Gachnang;TG;2018
225;ERREICHBARKEIT;Gachnang;TG;2018
906;VERSORGUNG;Gachnang;TG;2018
597;SICHERHEIT;Gachnang;TG;2018
544;RANG;Wilen (TG);TG;2018
TG;KANTON;Wilen (TG);TG;2018
Wilen (TG);GEMEINDE;Wilen (TG);TG;2018
75;WOHNEN;Wilen (TG);TG;2018
595;ARBEITSMARKT;Wilen (TG);TG;2018
51;BEVÖLKERUNG;Wilen (TG);TG;2018
351;STEUERBELASTUNG;Wilen (TG);TG;2018
338;ERREICHBARKEIT;Wilen (TG);TG;2018
787;VERSORGUNG;Wilen (TG);TG;2018
56;SICHERHEIT;Wilen (TG);TG;2018
545;RANG;Utzenstorf;BE;2018
BE;KANTON;Utzenstorf;BE;2018
Utzenstorf;GEMEINDE;Utzenstorf;BE;2018
905;WOHNEN;Utzenstorf;BE;2018
574;ARBEITSMARKT;Utzenstorf;BE;2018
602;BEVÖLKERUNG;Utzenstorf;BE;2018
767;STEUERBELASTUNG;Utzenstorf;BE;2018
418;ERREICHBARKEIT;Utzenstorf;BE;2018
863;VERSORGUNG;Utzenstorf;BE;2018
273;SICHERHEIT;Utzenstorf;BE;2018
546;RANG;Visp;VS;2018
VS;KANTON;Visp;VS;2018
Visp;GEMEINDE;Visp;VS;2018
201;WOHNEN;Visp;VS;2018
575;ARBEITSMARKT;Visp;VS;2018
687;BEVÖLKERUNG;Visp;VS;2018
410;STEUERBELASTUNG;Visp;VS;2018
372;ERREICHBARKEIT;Visp;VS;2018
199;VERSORGUNG;Visp;VS;2018
452;SICHERHEIT;Visp;VS;2018
547;RANG;Unteriberg;SZ;2018
SZ;KANTON;Unteriberg;SZ;2018
Unteriberg;GEMEINDE;Unteriberg;SZ;2018
172;WOHNEN;Unteriberg;SZ;2018
664;ARBEITSMARKT;Unteriberg;SZ;2018
573;BEVÖLKERUNG;Unteriberg;SZ;2018
51;STEUERBELASTUNG;Unteriberg;SZ;2018
761;ERREICHBARKEIT;Unteriberg;SZ;2018
596;VERSORGUNG;Unteriberg;SZ;2018
457;SICHERHEIT;Unteriberg;SZ;2018
548;RANG;Büren An Der Aare;BE;2018
BE;KANTON;Büren An Der Aare;BE;2018
Büren An Der Aare;GEMEINDE;Büren An Der Aare;BE;2018
800;WOHNEN;Büren An Der Aare;BE;2018
624;ARBEITSMARKT;Büren An Der Aare;BE;2018
554;BEVÖLKERUNG;Büren An Der Aare;BE;2018
815;STEUERBELASTUNG;Büren An Der Aare;BE;2018
320;ERREICHBARKEIT;Büren An Der Aare;BE;2018
340;VERSORGUNG;Büren An Der Aare;BE;2018
213;SICHERHEIT;Büren An Der Aare;BE;2018
549;RANG;Burgdorf;BE;2018
BE;KANTON;Burgdorf;BE;2018
Burgdorf;GEMEINDE;Burgdorf;BE;2018
408;WOHNEN;Burgdorf;BE;2018
714;ARBEITSMARKT;Burgdorf;BE;2018
871;BEVÖLKERUNG;Burgdorf;BE;2018
806;STEUERBELASTUNG;Burgdorf;BE;2018
27;ERREICHBARKEIT;Burgdorf;BE;2018
123;VERSORGUNG;Burgdorf;BE;2018
273;SICHERHEIT;Burgdorf;BE;2018
550;RANG;Bösingen;FR;2018
FR;KANTON;Bösingen;FR;2018
Bösingen;GEMEINDE;Bösingen;FR;2018
331;WOHNEN;Bösingen;FR;2018
571;ARBEITSMARKT;Bösingen;FR;2018
576;BEVÖLKERUNG;Bösingen;FR;2018
650;STEUERBELASTUNG;Bösingen;FR;2018
478;ERREICHBARKEIT;Bösingen;FR;2018
565;VERSORGUNG;Bösingen;FR;2018
251;SICHERHEIT;Bösingen;FR;2018
551;RANG;Wigoltingen;TG;2018
TG;KANTON;Wigoltingen;TG;2018
Wigoltingen;GEMEINDE;Wigoltingen;TG;2018
810;WOHNEN;Wigoltingen;TG;2018
382;ARBEITSMARKT;Wigoltingen;TG;2018
414;BEVÖLKERUNG;Wigoltingen;TG;2018
500;STEUERBELASTUNG;Wigoltingen;TG;2018
598;ERREICHBARKEIT;Wigoltingen;TG;2018
582;VERSORGUNG;Wigoltingen;TG;2018
303;SICHERHEIT;Wigoltingen;TG;2018
552;RANG;Turgi;AG;2018
AG;KANTON;Turgi;AG;2018
Turgi;GEMEINDE;Turgi;AG;2018
906;WOHNEN;Turgi;AG;2018
723;ARBEITSMARKT;Turgi;AG;2018
816;BEVÖLKERUNG;Turgi;AG;2018
414;STEUERBELASTUNG;Turgi;AG;2018
134;ERREICHBARKEIT;Turgi;AG;2018
213;VERSORGUNG;Turgi;AG;2018
364;SICHERHEIT;Turgi;AG;2018
553;RANG;Thusis;GR;2018
GR;KANTON;Thusis;GR;2018
Thusis;GEMEINDE;Thusis;GR;2018
314;WOHNEN;Thusis;GR;2018
520;ARBEITSMARKT;Thusis;GR;2018
878;BEVÖLKERUNG;Thusis;GR;2018
529;STEUERBELASTUNG;Thusis;GR;2018
914;ERREICHBARKEIT;Thusis;GR;2018
112;VERSORGUNG;Thusis;GR;2018
165;SICHERHEIT;Thusis;GR;2018
554;RANG;Moudon;VD;2018
VD;KANTON;Moudon;VD;2018
Moudon;GEMEINDE;Moudon;VD;2018
370;WOHNEN;Moudon;VD;2018
389;ARBEITSMARKT;Moudon;VD;2018
696;BEVÖLKERUNG;Moudon;VD;2018
780;STEUERBELASTUNG;Moudon;VD;2018
485;ERREICHBARKEIT;Moudon;VD;2018
657;VERSORGUNG;Moudon;VD;2018
779;SICHERHEIT;Moudon;VD;2018
555;RANG;Grindelwald;BE;2018
BE;KANTON;Grindelwald;BE;2018
Grindelwald;GEMEINDE;Grindelwald;BE;2018
17;WOHNEN;Grindelwald;BE;2018
602;ARBEITSMARKT;Grindelwald;BE;2018
787;BEVÖLKERUNG;Grindelwald;BE;2018
866;STEUERBELASTUNG;Grindelwald;BE;2018
879;ERREICHBARKEIT;Grindelwald;BE;2018
43;VERSORGUNG;Grindelwald;BE;2018
509;SICHERHEIT;Grindelwald;BE;2018
556;RANG;Büsserach;SO;2018
SO;KANTON;Büsserach;SO;2018
Büsserach;GEMEINDE;Büsserach;SO;2018
910;WOHNEN;Büsserach;SO;2018
552;ARBEITSMARKT;Büsserach;SO;2018
175;BEVÖLKERUNG;Büsserach;SO;2018
723;STEUERBELASTUNG;Büsserach;SO;2018
688;ERREICHBARKEIT;Büsserach;SO;2018
783;VERSORGUNG;Büsserach;SO;2018
119;SICHERHEIT;Büsserach;SO;2018
557;RANG;Grimisuat;VS;2018
VS;KANTON;Grimisuat;VS;2018
Grimisuat;GEMEINDE;Grimisuat;VS;2018
276;WOHNEN;Grimisuat;VS;2018
518;ARBEITSMARKT;Grimisuat;VS;2018
31;BEVÖLKERUNG;Grimisuat;VS;2018
602;STEUERBELASTUNG;Grimisuat;VS;2018
719;ERREICHBARKEIT;Grimisuat;VS;2018
458;VERSORGUNG;Grimisuat;VS;2018
581;SICHERHEIT;Grimisuat;VS;2018
558;RANG;Torricella-Taverne;TI;2018
TI;KANTON;Torricella-Taverne;TI;2018
Torricella-Taverne;GEMEINDE;Torricella-Taverne;TI;2018
428;WOHNEN;Torricella-Taverne;TI;2018
560;ARBEITSMARKT;Torricella-Taverne;TI;2018
819;BEVÖLKERUNG;Torricella-Taverne;TI;2018
228;STEUERBELASTUNG;Torricella-Taverne;TI;2018
196;ERREICHBARKEIT;Torricella-Taverne;TI;2018
710;VERSORGUNG;Torricella-Taverne;TI;2018
632;SICHERHEIT;Torricella-Taverne;TI;2018
559;RANG;Inwil;LU;2018
LU;KANTON;Inwil;LU;2018
Inwil;GEMEINDE;Inwil;LU;2018
789;WOHNEN;Inwil;LU;2018
422;ARBEITSMARKT;Inwil;LU;2018
285;BEVÖLKERUNG;Inwil;LU;2018
359;STEUERBELASTUNG;Inwil;LU;2018
726;ERREICHBARKEIT;Inwil;LU;2018
663;VERSORGUNG;Inwil;LU;2018
177;SICHERHEIT;Inwil;LU;2018
560;RANG;Steinach;SG;2018
SG;KANTON;Steinach;SG;2018
Steinach;GEMEINDE;Steinach;SG;2018
806;WOHNEN;Steinach;SG;2018
359;ARBEITSMARKT;Steinach;SG;2018
509;BEVÖLKERUNG;Steinach;SG;2018
517;STEUERBELASTUNG;Steinach;SG;2018
641;ERREICHBARKEIT;Steinach;SG;2018
292;VERSORGUNG;Steinach;SG;2018
566;SICHERHEIT;Steinach;SG;2018
561;RANG;Wauwil;LU;2018
LU;KANTON;Wauwil;LU;2018
Wauwil;GEMEINDE;Wauwil;LU;2018
606;WOHNEN;Wauwil;LU;2018
493;ARBEITSMARKT;Wauwil;LU;2018
551;BEVÖLKERUNG;Wauwil;LU;2018
505;STEUERBELASTUNG;Wauwil;LU;2018
720;ERREICHBARKEIT;Wauwil;LU;2018
834;VERSORGUNG;Wauwil;LU;2018
10;SICHERHEIT;Wauwil;LU;2018
562;RANG;Steckborn;TG;2018
TG;KANTON;Steckborn;TG;2018
Steckborn;GEMEINDE;Steckborn;TG;2018
203;WOHNEN;Steckborn;TG;2018
610;ARBEITSMARKT;Steckborn;TG;2018
514;BEVÖLKERUNG;Steckborn;TG;2018
408;STEUERBELASTUNG;Steckborn;TG;2018
801;ERREICHBARKEIT;Steckborn;TG;2018
139;VERSORGUNG;Steckborn;TG;2018
597;SICHERHEIT;Steckborn;TG;2018
563;RANG;Würenlingen;AG;2018
AG;KANTON;Würenlingen;AG;2018
Würenlingen;GEMEINDE;Würenlingen;AG;2018
747;WOHNEN;Würenlingen;AG;2018
673;ARBEITSMARKT;Würenlingen;AG;2018
191;BEVÖLKERUNG;Würenlingen;AG;2018
217;STEUERBELASTUNG;Würenlingen;AG;2018
362;ERREICHBARKEIT;Würenlingen;AG;2018
507;VERSORGUNG;Würenlingen;AG;2018
364;SICHERHEIT;Würenlingen;AG;2018
563;RANG;Sant'Antonino;TI;2018
TI;KANTON;Sant'Antonino;TI;2018
Sant'Antonino;GEMEINDE;Sant'Antonino;TI;2018
160;WOHNEN;Sant'Antonino;TI;2018
384;ARBEITSMARKT;Sant'Antonino;TI;2018
732;BEVÖLKERUNG;Sant'Antonino;TI;2018
88;STEUERBELASTUNG;Sant'Antonino;TI;2018
317;ERREICHBARKEIT;Sant'Antonino;TI;2018
670;VERSORGUNG;Sant'Antonino;TI;2018
675;SICHERHEIT;Sant'Antonino;TI;2018
563;RANG;Küttigen;AG;2018
AG;KANTON;Küttigen;AG;2018
Küttigen;GEMEINDE;Küttigen;AG;2018
697;WOHNEN;Küttigen;AG;2018
682;ARBEITSMARKT;Küttigen;AG;2018
284;BEVÖLKERUNG;Küttigen;AG;2018
292;STEUERBELASTUNG;Küttigen;AG;2018
648;ERREICHBARKEIT;Küttigen;AG;2018
577;VERSORGUNG;Küttigen;AG;2018
679;SICHERHEIT;Küttigen;AG;2018
566;RANG;Uzwil;SG;2018
SG;KANTON;Uzwil;SG;2018
Uzwil;GEMEINDE;Uzwil;SG;2018
872;WOHNEN;Uzwil;SG;2018
645;ARBEITSMARKT;Uzwil;SG;2018
737;BEVÖLKERUNG;Uzwil;SG;2018
655;STEUERBELASTUNG;Uzwil;SG;2018
574;ERREICHBARKEIT;Uzwil;SG;2018
145;VERSORGUNG;Uzwil;SG;2018
355;SICHERHEIT;Uzwil;SG;2018
567;RANG;Rothenthurm;SZ;2018
SZ;KANTON;Rothenthurm;SZ;2018
Rothenthurm;GEMEINDE;Rothenthurm;SZ;2018
694;WOHNEN;Rothenthurm;SZ;2018
451;ARBEITSMARKT;Rothenthurm;SZ;2018
245;BEVÖLKERUNG;Rothenthurm;SZ;2018
82;STEUERBELASTUNG;Rothenthurm;SZ;2018
652;ERREICHBARKEIT;Rothenthurm;SZ;2018
854;VERSORGUNG;Rothenthurm;SZ;2018
457;SICHERHEIT;Rothenthurm;SZ;2018
568;RANG;Birr;AG;2018
AG;KANTON;Birr;AG;2018
Birr;GEMEINDE;Birr;AG;2018
892;WOHNEN;Birr;AG;2018
768;ARBEITSMARKT;Birr;AG;2018
613;BEVÖLKERUNG;Birr;AG;2018
392;STEUERBELASTUNG;Birr;AG;2018
257;ERREICHBARKEIT;Birr;AG;2018
423;VERSORGUNG;Birr;AG;2018
186;SICHERHEIT;Birr;AG;2018
569;RANG;Hölstein;BL;2018
BL;KANTON;Hölstein;BL;2018
Hölstein;GEMEINDE;Hölstein;BL;2018
755;WOHNEN;Hölstein;BL;2018
414;ARBEITSMARKT;Hölstein;BL;2018
399;BEVÖLKERUNG;Hölstein;BL;2018
588;STEUERBELASTUNG;Hölstein;BL;2018
690;ERREICHBARKEIT;Hölstein;BL;2018
892;VERSORGUNG;Hölstein;BL;2018
1;SICHERHEIT;Hölstein;BL;2018
570;RANG;Fischingen;TG;2018
TG;KANTON;Fischingen;TG;2018
Fischingen;GEMEINDE;Fischingen;TG;2018
390;WOHNEN;Fischingen;TG;2018
677;ARBEITSMARKT;Fischingen;TG;2018
211;BEVÖLKERUNG;Fischingen;TG;2018
508;STEUERBELASTUNG;Fischingen;TG;2018
689;ERREICHBARKEIT;Fischingen;TG;2018
168;VERSORGUNG;Fischingen;TG;2018
56;SICHERHEIT;Fischingen;TG;2018
571;RANG;Langenthal;BE;2018
BE;KANTON;Langenthal;BE;2018
Langenthal;GEMEINDE;Langenthal;BE;2018
609;WOHNEN;Langenthal;BE;2018
816;ARBEITSMARKT;Langenthal;BE;2018
862;BEVÖLKERUNG;Langenthal;BE;2018
666;STEUERBELASTUNG;Langenthal;BE;2018
150;ERREICHBARKEIT;Langenthal;BE;2018
101;VERSORGUNG;Langenthal;BE;2018
331;SICHERHEIT;Langenthal;BE;2018
572;RANG;Bulle;FR;2018
FR;KANTON;Bulle;FR;2018
Bulle;GEMEINDE;Bulle;FR;2018
501;WOHNEN;Bulle;FR;2018
516;ARBEITSMARKT;Bulle;FR;2018
485;BEVÖLKERUNG;Bulle;FR;2018
530;STEUERBELASTUNG;Bulle;FR;2018
192;ERREICHBARKEIT;Bulle;FR;2018
595;VERSORGUNG;Bulle;FR;2018
737;SICHERHEIT;Bulle;FR;2018
573;RANG;Oberburg;BE;2018
BE;KANTON;Oberburg;BE;2018
Oberburg;GEMEINDE;Oberburg;BE;2018
908;WOHNEN;Oberburg;BE;2018
716;ARBEITSMARKT;Oberburg;BE;2018
918;BEVÖLKERUNG;Oberburg;BE;2018
909;STEUERBELASTUNG;Oberburg;BE;2018
161;ERREICHBARKEIT;Oberburg;BE;2018
526;VERSORGUNG;Oberburg;BE;2018
273;SICHERHEIT;Oberburg;BE;2018
574;RANG;Wünnewil-Flamatt;FR;2018
FR;KANTON;Wünnewil-Flamatt;FR;2018
Wünnewil-Flamatt;GEMEINDE;Wünnewil-Flamatt;FR;2018
415;WOHNEN;Wünnewil-Flamatt;FR;2018
719;ARBEITSMARKT;Wünnewil-Flamatt;FR;2018
840;BEVÖLKERUNG;Wünnewil-Flamatt;FR;2018
730;STEUERBELASTUNG;Wünnewil-Flamatt;FR;2018
238;ERREICHBARKEIT;Wünnewil-Flamatt;FR;2018
469;VERSORGUNG;Wünnewil-Flamatt;FR;2018
251;SICHERHEIT;Wünnewil-Flamatt;FR;2018
575;RANG;Matten Bei Interlaken;BE;2018
BE;KANTON;Matten Bei Interlaken;BE;2018
Matten Bei Interlaken;GEMEINDE;Matten Bei Interlaken;BE;2018
429;WOHNEN;Matten Bei Interlaken;BE;2018
376;ARBEITSMARKT;Matten Bei Interlaken;BE;2018
789;BEVÖLKERUNG;Matten Bei Interlaken;BE;2018
890;STEUERBELASTUNG;Matten Bei Interlaken;BE;2018
391;ERREICHBARKEIT;Matten Bei Interlaken;BE;2018
44;VERSORGUNG;Matten Bei Interlaken;BE;2018
509;SICHERHEIT;Matten Bei Interlaken;BE;2018
575;RANG;Domat/Ems;GR;2018
GR;KANTON;Domat/Ems;GR;2018
Domat/Ems;GEMEINDE;Domat/Ems;GR;2018
470;WOHNEN;Domat/Ems;GR;2018
491;ARBEITSMARKT;Domat/Ems;GR;2018
494;BEVÖLKERUNG;Domat/Ems;GR;2018
281;STEUERBELASTUNG;Domat/Ems;GR;2018
596;ERREICHBARKEIT;Domat/Ems;GR;2018
628;VERSORGUNG;Domat/Ems;GR;2018
69;SICHERHEIT;Domat/Ems;GR;2018
577;RANG;Grüsch;GR;2018
GR;KANTON;Grüsch;GR;2018
Grüsch;GEMEINDE;Grüsch;GR;2018
454;WOHNEN;Grüsch;GR;2018
604;ARBEITSMARKT;Grüsch;GR;2018
714;BEVÖLKERUNG;Grüsch;GR;2018
298;STEUERBELASTUNG;Grüsch;GR;2018
861;ERREICHBARKEIT;Grüsch;GR;2018
305;VERSORGUNG;Grüsch;GR;2018
65;SICHERHEIT;Grüsch;GR;2018
578;RANG;Studen (BE);BE;2018
BE;KANTON;Studen (BE);BE;2018
Studen (BE);GEMEINDE;Studen (BE);BE;2018
486;WOHNEN;Studen (BE);BE;2018
537;ARBEITSMARKT;Studen (BE);BE;2018
446;BEVÖLKERUNG;Studen (BE);BE;2018
795;STEUERBELASTUNG;Studen (BE);BE;2018
130;ERREICHBARKEIT;Studen (BE);BE;2018
737;VERSORGUNG;Studen (BE);BE;2018
213;SICHERHEIT;Studen (BE);BE;2018
579;RANG;Boswil;AG;2018
AG;KANTON;Boswil;AG;2018
Boswil;GEMEINDE;Boswil;AG;2018
773;WOHNEN;Boswil;AG;2018
599;ARBEITSMARKT;Boswil;AG;2018
255;BEVÖLKERUNG;Boswil;AG;2018
251;STEUERBELASTUNG;Boswil;AG;2018
177;ERREICHBARKEIT;Boswil;AG;2018
813;VERSORGUNG;Boswil;AG;2018
4;SICHERHEIT;Boswil;AG;2018
580;RANG;Ennetmoos;NW;2018
NW;KANTON;Ennetmoos;NW;2018
Ennetmoos;GEMEINDE;Ennetmoos;NW;2018
466;WOHNEN;Ennetmoos;NW;2018
786;ARBEITSMARKT;Ennetmoos;NW;2018
441;BEVÖLKERUNG;Ennetmoos;NW;2018
97;STEUERBELASTUNG;Ennetmoos;NW;2018
661;ERREICHBARKEIT;Ennetmoos;NW;2018
715;VERSORGUNG;Ennetmoos;NW;2018
121;SICHERHEIT;Ennetmoos;NW;2018
581;RANG;Ipsach;BE;2018
BE;KANTON;Ipsach;BE;2018
Ipsach;GEMEINDE;Ipsach;BE;2018
555;WOHNEN;Ipsach;BE;2018
585;ARBEITSMARKT;Ipsach;BE;2018
559;BEVÖLKERUNG;Ipsach;BE;2018
795;STEUERBELASTUNG;Ipsach;BE;2018
292;ERREICHBARKEIT;Ipsach;BE;2018
713;VERSORGUNG;Ipsach;BE;2018
875;SICHERHEIT;Ipsach;BE;2018
582;RANG;Oron;VD;2018
VD;KANTON;Oron;VD;2018
Oron;GEMEINDE;Oron;VD;2018
546;WOHNEN;Oron;VD;2018
516;ARBEITSMARKT;Oron;VD;2018
502;BEVÖLKERUNG;Oron;VD;2018
699;STEUERBELASTUNG;Oron;VD;2018
522;ERREICHBARKEIT;Oron;VD;2018
280;VERSORGUNG;Oron;VD;2018
234;SICHERHEIT;Oron;VD;2018
583;RANG;Grosswangen;LU;2018
LU;KANTON;Grosswangen;LU;2018
Grosswangen;GEMEINDE;Grosswangen;LU;2018
553;WOHNEN;Grosswangen;LU;2018
512;ARBEITSMARKT;Grosswangen;LU;2018
533;BEVÖLKERUNG;Grosswangen;LU;2018
494;STEUERBELASTUNG;Grosswangen;LU;2018
872;ERREICHBARKEIT;Grosswangen;LU;2018
877;VERSORGUNG;Grosswangen;LU;2018
73;SICHERHEIT;Grosswangen;LU;2018
584;RANG;Ueberstorf;FR;2018
FR;KANTON;Ueberstorf;FR;2018
Ueberstorf;GEMEINDE;Ueberstorf;FR;2018
279;WOHNEN;Ueberstorf;FR;2018
817;ARBEITSMARKT;Ueberstorf;FR;2018
314;BEVÖLKERUNG;Ueberstorf;FR;2018
747;STEUERBELASTUNG;Ueberstorf;FR;2018
444;ERREICHBARKEIT;Ueberstorf;FR;2018
719;VERSORGUNG;Ueberstorf;FR;2018
251;SICHERHEIT;Ueberstorf;FR;2018
585;RANG;Broc;FR;2018
FR;KANTON;Broc;FR;2018
Broc;GEMEINDE;Broc;FR;2018
691;WOHNEN;Broc;FR;2018
319;ARBEITSMARKT;Broc;FR;2018
741;BEVÖLKERUNG;Broc;FR;2018
764;STEUERBELASTUNG;Broc;FR;2018
540;ERREICHBARKEIT;Broc;FR;2018
549;VERSORGUNG;Broc;FR;2018
737;SICHERHEIT;Broc;FR;2018
586;RANG;Alpnach;OW;2018
OW;KANTON;Alpnach;OW;2018
Alpnach;GEMEINDE;Alpnach;OW;2018
103;WOHNEN;Alpnach;OW;2018
468;ARBEITSMARKT;Alpnach;OW;2018
463;BEVÖLKERUNG;Alpnach;OW;2018
250;STEUERBELASTUNG;Alpnach;OW;2018
730;ERREICHBARKEIT;Alpnach;OW;2018
917;VERSORGUNG;Alpnach;OW;2018
167;SICHERHEIT;Alpnach;OW;2018
587;RANG;Muhen;AG;2018
AG;KANTON;Muhen;AG;2018
Muhen;GEMEINDE;Muhen;AG;2018
297;WOHNEN;Muhen;AG;2018
803;ARBEITSMARKT;Muhen;AG;2018
338;BEVÖLKERUNG;Muhen;AG;2018
361;STEUERBELASTUNG;Muhen;AG;2018
482;ERREICHBARKEIT;Muhen;AG;2018
437;VERSORGUNG;Muhen;AG;2018
679;SICHERHEIT;Muhen;AG;2018
588;RANG;Laufenburg;AG;2018
AG;KANTON;Laufenburg;AG;2018
Laufenburg;GEMEINDE;Laufenburg;AG;2018
659;WOHNEN;Laufenburg;AG;2018
669;ARBEITSMARKT;Laufenburg;AG;2018
543;BEVÖLKERUNG;Laufenburg;AG;2018
423;STEUERBELASTUNG;Laufenburg;AG;2018
775;ERREICHBARKEIT;Laufenburg;AG;2018
21;VERSORGUNG;Laufenburg;AG;2018
105;SICHERHEIT;Laufenburg;AG;2018
588;RANG;Neyruz (FR);FR;2018
FR;KANTON;Neyruz (FR);FR;2018
Neyruz (FR);GEMEINDE;Neyruz (FR);FR;2018
672;WOHNEN;Neyruz (FR);FR;2018
399;ARBEITSMARKT;Neyruz (FR);FR;2018
54;BEVÖLKERUNG;Neyruz (FR);FR;2018
662;STEUERBELASTUNG;Neyruz (FR);FR;2018
458;ERREICHBARKEIT;Neyruz (FR);FR;2018
721;VERSORGUNG;Neyruz (FR);FR;2018
845;SICHERHEIT;Neyruz (FR);FR;2018
590;RANG;Meikirch;BE;2018
BE;KANTON;Meikirch;BE;2018
Meikirch;GEMEINDE;Meikirch;BE;2018
770;WOHNEN;Meikirch;BE;2018
627;ARBEITSMARKT;Meikirch;BE;2018
510;BEVÖLKERUNG;Meikirch;BE;2018
809;STEUERBELASTUNG;Meikirch;BE;2018
277;ERREICHBARKEIT;Meikirch;BE;2018
431;VERSORGUNG;Meikirch;BE;2018
795;SICHERHEIT;Meikirch;BE;2018
591;RANG;Thayngen;SH;2018
SH;KANTON;Thayngen;SH;2018
Thayngen;GEMEINDE;Thayngen;SH;2018
738;WOHNEN;Thayngen;SH;2018
567;ARBEITSMARKT;Thayngen;SH;2018
395;BEVÖLKERUNG;Thayngen;SH;2018
483;STEUERBELASTUNG;Thayngen;SH;2018
644;ERREICHBARKEIT;Thayngen;SH;2018
89;VERSORGUNG;Thayngen;SH;2018
794;SICHERHEIT;Thayngen;SH;2018
592;RANG;Brienz (BE);BE;2018
BE;KANTON;Brienz (BE);BE;2018
Brienz (BE);GEMEINDE;Brienz (BE);BE;2018
391;WOHNEN;Brienz (BE);BE;2018
471;ARBEITSMARKT;Brienz (BE);BE;2018
881;BEVÖLKERUNG;Brienz (BE);BE;2018
885;STEUERBELASTUNG;Brienz (BE);BE;2018
805;ERREICHBARKEIT;Brienz (BE);BE;2018
52;VERSORGUNG;Brienz (BE);BE;2018
509;SICHERHEIT;Brienz (BE);BE;2018
593;RANG;Romanshorn;TG;2018
TG;KANTON;Romanshorn;TG;2018
Romanshorn;GEMEINDE;Romanshorn;TG;2018
696;WOHNEN;Romanshorn;TG;2018
646;ARBEITSMARKT;Romanshorn;TG;2018
769;BEVÖLKERUNG;Romanshorn;TG;2018
475;STEUERBELASTUNG;Romanshorn;TG;2018
384;ERREICHBARKEIT;Romanshorn;TG;2018
126;VERSORGUNG;Romanshorn;TG;2018
496;SICHERHEIT;Romanshorn;TG;2018
594;RANG;Bürglen (UR);UR;2018
UR;KANTON;Bürglen (UR);UR;2018
Bürglen (UR);GEMEINDE;Bürglen (UR);UR;2018
515;WOHNEN;Bürglen (UR);UR;2018
703;ARBEITSMARKT;Bürglen (UR);UR;2018
623;BEVÖLKERUNG;Bürglen (UR);UR;2018
127;STEUERBELASTUNG;Bürglen (UR);UR;2018
903;ERREICHBARKEIT;Bürglen (UR);UR;2018
887;VERSORGUNG;Bürglen (UR);UR;2018
150;SICHERHEIT;Bürglen (UR);UR;2018
595;RANG;Jegenstorf;BE;2018
BE;KANTON;Jegenstorf;BE;2018
Jegenstorf;GEMEINDE;Jegenstorf;BE;2018
347;WOHNEN;Jegenstorf;BE;2018
687;ARBEITSMARKT;Jegenstorf;BE;2018
290;BEVÖLKERUNG;Jegenstorf;BE;2018
738;STEUERBELASTUNG;Jegenstorf;BE;2018
441;ERREICHBARKEIT;Jegenstorf;BE;2018
665;VERSORGUNG;Jegenstorf;BE;2018
795;SICHERHEIT;Jegenstorf;BE;2018
596;RANG;Bonaduz;GR;2018
GR;KANTON;Bonaduz;GR;2018
Bonaduz;GEMEINDE;Bonaduz;GR;2018
408;WOHNEN;Bonaduz;GR;2018
601;ARBEITSMARKT;Bonaduz;GR;2018
379;BEVÖLKERUNG;Bonaduz;GR;2018
266;STEUERBELASTUNG;Bonaduz;GR;2018
773;ERREICHBARKEIT;Bonaduz;GR;2018
618;VERSORGUNG;Bonaduz;GR;2018
69;SICHERHEIT;Bonaduz;GR;2018
596;RANG;Müllheim;TG;2018
TG;KANTON;Müllheim;TG;2018
Müllheim;GEMEINDE;Müllheim;TG;2018
228;WOHNEN;Müllheim;TG;2018
612;ARBEITSMARKT;Müllheim;TG;2018
566;BEVÖLKERUNG;Müllheim;TG;2018
